,text,topic_label,sentiment,stockmarket
92751, RT @freedommesenger: قاضی,economics,0,0
84696, #بورس_دغدغه_مردم  استیضاح خاندوزی ,economics,-1,1
86397," @alehabib2 از شما توقع نداشتم بازی بخوری
تخریب خاندوزی پروژه هست
برای جلوگیری از مالیات بر عایدی سرمایه و مالیات بر خانه",economics,0,0
17537, حامیان #خاندوزی باید جواب بدن که چطور رییس هیات مدیر ایران مال که پشتوانه پولشویی و خلق پول ویران کننده بانک آینده,economics,0,0
96468," RT @amin_andarzi: ای کاش رئیس جمهور یکباربه منطقه زلزله زده #بورس سربزند و ازبین رفتن سرمایه مردم رو از نزدیک ببیند.
تابلوی بورس نماد بی کف… ای کاش رئیس جمهور یکباربه منطقه زلزله زده #بورس سربزند و ازبین رفتن سرمایه مردم رو از نزدیک ببیند.
تابلوی بورس نماد بی کفایتی امام صادقی هاست است که باسرمایه مردم تجربه بدست می",economics,-1,1
97579," @Khandoozi_se بورس رو جمع کنید آقای خاندوزی
خیر سرتون این وعده دولت سیزدهم بود 

همه چیز تو این مملکت بالا میره
الا بورس که پایین
بساط دزدی از جیب مردم تو بورس رو جمع کنید خواهشاً
اگر مسلمانی
خیر سرمون به شما رای دادیم ",economics,-1,1
49617, آقای #محسن_رضائي دلار شد ۳۰ هزار تومان ,economics,0,0
91955, @Khandoozi_se اقای,economics,0,0
9414," خب اگه تحریم های شورای امنیت بازگرده باید منتظر دلار 240 هزاری باشیم جوری که حتی نتونیم نون هم بخریم. عملا به کشوری شبیه ونزوئلا بطور تدریجی تبدیل میشیم.
بحران آب هم بیاد روش قشنگ دیگه جهنم میشه.
#مذاکرات_وین ",economics,-1,0
92416,"آقایان خاندوزی وزیر اقتصاد و فاطمی امین وزیر صمت، لطفا بفرمایید با وجود این دستورات از سمت رهبر انقلاب و رئیس جمهور، چرا در روزهای ابتدایی مهرماه ۱۶۰۰ تن لوازم خانگی برند کره ای ال جی (که در اوج تحریم ها ایران را ترک کرد) ثبت سفارش و وارد شدند؟
#هوادار_ساخت_ایرانیم https://t.co/Qbp2P4ldU5 دکتر #خاندوزی عزیز هم تگری زد؟؟!😂 https://t.co/41SOLQsn0k ",economics,1,0
82983," که #رئیسی بیاد بازار تو دولت انقلابی خوب میشه و #خاندوزی بهترین وزیر اقتصاد  بعد انقلابه!!!!!!!!!
بورس یلدایی درست کردن برای مردم
#بورس_کوره_پولسوزی https://t.co/TSeyICKFWb ",economics,0,1
96358, @MiladGoodarzi_ @zeinab_78mdb محسن جلواتی، از شرکای آقای خاندوزی در یک شرکت خصوصی که براشون حکم خورده ,economics,-1,1
58190," آقای محسن رضایی
حالا که نفتکش آمریکایی گروگان گرفتی 
چرا دلار ارزان نشد
چرا بابت آزادی دلار طلب نکردی
سرباز آمریکایی پیشکش ",economics,-1,0
96342, اطلاعیه بانک مرکزی در خصوص عدم حراج اوراق مالی اسلامی در روز سه,economics,0,0
96287,"جیب خالی دولت کم بود، حالا خبر رسیده که برای راه اندازی اینترنت داخلی هم به ۲۰۰ هزار میلیارد تومان سرمایه گذاری نیاز دارند! 
از کجا قراره تامین بشه و اصولا فایده چنین سرمایه گذاری مزخرفی برای ایجاد حصر و انزوای بیشتر چیه، مشخص نیست... جواب رو اقای خاندوزی به زیبایی بیان کردن. 
سهام داران خرد بازار سرمایه سواد مالی خود را ارتقا داده و سطح انتظارات خویش را با واقعیت ها و جنس بازار سرمایه تطبیق دهند https://t.co/RowQtFK6rC ",economics,0,1
83599, @mrnoghabi داداش خاندوزی با قالیباف نزدیکه اصن ,economics,0,0
92513," @Khandoozi_se جناب خاندوزی 
وعده کرده بودید به امور اساتید دانشگاه ازاد رسیدگی خواهید کرد 
#عزل_طهرانچی_معاونین 
#به_داد_اساتید_دانشگاه_آزاد_برسید ",economics,0,0
97517, @motavangar شما که در مجلس هستید از آقای خاندوزی بپرسید اگه اوراق نفروخته از کجا تامین نقدینگی داشته و اون لطف خدا  رو که گفته تفسیر کنه ,economics,0,1
97080, @Khandoozi_se آقای خاندوزی ،توهم مثل بقیه این کاره نیستی،نه برای خودت ناله نفرین بخر نه سرمایه مردم رو کمتر کن ،بروهمون دانشگاه امام صادق درستو بخون ,economics,-1,1
78071," @KosariNia @RobinShour1 گور بابای دولت سابق
از روزی که خاندوزی اومده شما برو ببین که از همون روز 20 30 درصد دیگه بازار بورس و سرمایه های مردم اب رفته
گند دولت روحانی رو نمیشه براحتی پاک کرد. قبول
اما قرار نبود با حضور اینها باز هم سرمایه سهامدار اب بره و کم و کمتر بشه ",economics,-1,1
83357, @eghtesadonline ما که یادمون نمیره شب و روز تو کلاب هوس در مدح خاندوزی سخن,economics,0,0
79641," هیاهو برای هیچ!

برخلاف خبرپراکنی روابط عمومی سازمان بورس چیزی تصویب نشده و خاندوزی امشب در برنامه نگاه یک محتاطانه گفت پیشنهادات حمایتی این هفته بعد از تصویب در ستاد اقتصادی دولت اعلام خواهد شد!

تمام این شانتاژها برای کاهش فشار رسانه",economics,-1,1
60685," وزیر صمت: به دنبال خارج کردن #دلار از #اقتصاد هستیم

فاطمی امین:در کشور مشکل فنی و فناوری نداریم وذیکی از ایده",economics,0,0
97609, @MAHDIKHALILNJAD @Khandoozi_se از انصاف خارج نشیم، آقای خاندوزی تلاش قابل توجهی برای افزایش شفافیت در وزارت اقتصاد انجام دادند. ما همه باید به هم کمک کنیم. ,economics,1,1
60989, رضا فاطمی امین، وزیر صنعت، معدن و تجارت، با اشاره به تورم بالای ۴۰ درصد در اقتصاد ایران گفت افزایش ۱۸ درصدی قیمت خودرو، نصف میزان تورم بود ,economics,0,0
84539," @Khandoozi_se سرمایه گذاری در بورس ایران یعنی ..اگر فردا صبح هزینه دولت ۱ هزار میلیارد زیادتر شد سریع از جیب سهامدار برداشت میشه و مشکل حل میشه 
#خاندوزی_عامل_پولسوزی 
#بورس_دغدغه_مردم ",economics,-1,1
92113, @amirfs شما یک نگاه به رزومه خاندوزی بنداز دستت میاد چکاره است ,economics,0,0
97039," @AliMokhtarzade من 4k توییت زدم که 3k در حمایت از سعید محمد بود و راضی به ریاست جمهوری آقای رئیسی هم نبودم دیگه خاندوزی بماند :)
... من فقط می گم زود نتازیم و انتقاد بر این اساس که منافع ما به خطر افتاد نباشه ",economics,0,0
96412,امروز #احسان_خاندوزی برای محسن جلواتی -شریک خود در شرکت خصوصی- حکم ریاست گمرک کشور را امضاء کرد! https://t.co/YT7kCruxmc احسان خاندوزی ضد انحصار را تحویل بگیرید🤣 https://t.co/z0bE3rapdb ,economics,-1,0
58685," 🔺محسن رضایی:
🔹استقراض از بانک مرکزی و چاپ پول به صورت کامل قطع شده است
🔹سهامداران صبر و حوصله داشته باشند؛ آینده #بورس بسیار خوب خواهد بود
🤦",economics,1,1
82375," آقای خاندوزی ماذا فازا؟
#استیضاح_وزیر_ناکارآمد ",economics,-1,0
83686," #دولت_انقلابی شبانه حساب ۷۰۰ #جمشید_بسم_الله را مسدود کرد ولی دلار خم به ابرو نیاورد!
کمی بعد از اعلام کابین #کیهان مدعی شد: #احسان_خاندوزی نخبه اقتصادی است! ",economics,0,0
95609, @SharafiMeysam این جوجه وزیر عبدوالملکی چرا به خاندوزی احمق تر از خودش نمیگه با ۳۰۰ میلیون دلار ارز پاشی دلارو بیاره پایین اینا هر روز با هم چایی میخورن هر شب تو واتساپ به هم شب بخیر میگن قبلا با این تِز کلی مانور میداد سر صدا میکرد ، روحانی تیمش رو نفوذی معرفی میکرد ، نکنه خودشم نفوذیه ,economics,-1,0
86287," جناب #رئیسی از 116 روزی که دولتش شروع بکار کرده 80 روزش #بورس منفی بوده حالا دقیق نه ولی حدودا از 100 درصد روزا 80 درصدش منفی بوده #بورس
از وقتی ام که #خاندوزی اومده روی کار بورس کاملاقرمز بوده
بعد دوتا نماد شاخص ساز مثبت میکنند میگن ببین ببین شاخص مثبته
خدا یکم بزرگیتو کوچیک کن! ",economics,0,1
86462," آقای خاندوزی در بحث شفافیت بانک ها عملکرد خوبی داشتند همچنین اعلام اسامی بدهکاران هم خبر خوبی بوده و ابلاغ مالیات بر خانه های لوکس 
اما باید اعتراف کرد در بحث ارز و بورس واقعا هیچ تحولی دیده نشده پس تا کی باید منتظر تحول باشیم؟ ",economics,1,1
93113," میگن تو جهان موازی حجت عبدالملکی داره دلار میپاشه
#دلار https://t.co/Jmss2pFJHU ",economics,0,0
91894, @s890018 تا اینجایی که من اینایی که گفتید رو می شناسم خاندوزی از اون سه نفر دیگه هم کم سوادتره هم دوروتر و هم متوهم تر. ,economics,-1,0
97564, @mehran935 @behnamsamadi_ir نوشتن نامه فدایت,economics,0,0
96349," #مجلس باید بشدت #بیتکوین هایی که تو سازمان #بورس استخراج شده پیگیری کنه.

#موسوی_لارگانی 
#خاندوزی وزیر نالایق اقتصاد ",economics,0,1
96415," 🤔یک روز پس تذکر رئیسی، جلواتی رئیس کل گمرک می شود/ رفیق بازی خاندوزی ادامه دارد
محسن جلواتی که مدعی است به دلیل همشهری بودن قرابت نزدیکی با مخبر دزفولی دارد مخبر نیز از این انتصاب حمایت کرده است؟ آقای مخبر آیا ادعای جلواتی درست است⁉️پس شایسته سالاری که از آن دم می زدید چه شد⁉️ https://t.co/3MUNVJqVlg ",economics,0,0
17092, یه چارتا آدم خوش غیرت گیر نمیاد به شکل مسالمت,economics,0,0
83547, @DavariAbdolreza دکتر چرا سنگ اندازی میکنی؟ما هنوز منتظریم عبدالملکی با ۳۰۰ م دلار ارزپاشی،دلار رو ۱۵ هزار تومن کنه و با نفری ۱ م تومن برا بیکارا شغل مفید و پردرآمد راه بندازه،بزارید کارشو بکنه،برنامه های نافع و بی,economics,1,0
86357," @RobinShour1 خاندوزی واقعا در زمینه شفافیت و ابلاغ مالیات بر خانه های لوکس استقراض نکردن از بانک مرکزی و چاپ پول گل کاشته
ولی تو بورس و ارز هیچکاری نکرده ",economics,1,1
82714," 👈اما امروز شاهد داغ شدن هشتگ استیضاح وزیر ناکارآمد برای وزیر اقتصاد در توییتر هستیم.

🔹باید دید هشتگ «استیضاح وزیر ناکارآمد» و «بورس را دریابید»، خاندوزی را به بهارستان خواهد کشاند؟ ",economics,0,1
80734, @behnamsamadi_ir نرود میخ آهنین در سنگ (مخ خاندوزی و رضایی!) ,economics,-1,0
83396, @exchangenews99 خاندوزی حقشه قد بز حالیش نیست این بشر ,economics,-1,0
81674, @mahdiehkordi @Khandoozi_se این صندلی به خاندوزی هم وفا نخواهد کرد ,economics,0,0
96289," #فوری

رییسی بابت وضعیت بورس در جلسه ای خاندوزی را توبیخ کرد❗️/اخبار محرمانه ",economics,0,1
63328, RT @IranIntl: محسن رضایی، معاون اقتصادی ابراهیم رئیسی، گفت: «تحریم,economics,0,0
83591," @3eyedamir انتظارعدالت از درس خونده های اقتصاد لیبرالی مثل انتظارترحم گرگ به گوسفنداست 
تا تولید علوم اسلامی از جمله اقتصادصورت نگیرد وضعیت همین است فقط ممکنه اسم دانشگاه بشه اسم امام یا اسم وزیراقتصاد از نیلی بشه خاندوزی در هرصورت همشون شاگرد نیلی اقتصاد لیبرال خونده هستندنه اقتصاد اسلامی ",economics,1,1
92555, @itsmereza خاندوزی ماه اول رو با دروغ شروع کرد خدابه خیرکنه میخواد استقراض ازبانک مرکزی رو پنهان کنه😂😂😂 https://t.co/M9uUPSDens ,economics,-1,0
80396," بعد از واکنش منفی بورس به بودجه ۱۴۰۱ خاندوزی خواسته بودجه تغییر کند.
رئیسی جلسه",economics,1,1
49756, @notachosenone بزرگوار محسن رضایی دقیقا یکی از پیروان اقتصاد غربه ,economics,0,0
96583," RT @a_1874ba: احسان خاندوزی تازه چهار ماهه وزیر اقتصاد شده ، انتظار شق القمر دارید که هشتگ خاندوزی استعفا میزنین؟
نقد کنید ، هر روز نقد کنی… احسان خاندوزی تازه چهار ماهه وزیر اقتصاد شده ، انتظار شق القمر دارید که هشتگ خاندوزی استعفا میزنین؟
نقد کنید ، هر روز نقد کنید اما اینقدر زود ناامید نشید و استعفای کسیو نخواید.",economics,1,1
84264," RT @hosseini_eco: مهم تر از مهمانی دکتر #خاندوزی در کنار لیبرالی های شریف
مطالبات مهم شریفی ها بود
یکی از آنها برون سپاری آموزش مدیران دولت… مهم تر از مهمانی دکتر #خاندوزی در کنار لیبرالی های شریف
مطالبات مهم شریفی ها بود
یکی از آنها برون سپاری آموزش مدیران دولت به دانشگاه شریف جهت آموزش اقتصاد بود.
مراقب باشید ۸سال را قرار است در باطن لیبرال و پوشش جهادی و انقلابی مدیریت کنید؟
یا انقلابی و جهادی و یکدست خواهید بود؟ https://t.co/JqXCoSpJfZ",economics,1,0
85726,به مرکز دادخواهی مالیاتی ابلاغ شد شکایت,economics,0,0
17427, @sinagoodi @Majid50493119 @Hemmati_ir کی خفه خون گرفته بیشترین مطالبه برای شفافیت آرا برای بورس برای مجلس و انتصابات فامیلی از جمله زاکانی رو همین بچه انقلابی ها انجام دادن لطفا سرچ بفرمایید ,economics,1,1
96362, @Aminzcki @hokhezli @Raisi_EN @Raisi_tweet @raisi_com خاندوزی از اول هم دشمن بازار سرمایه بود... ,economics,-1,1
50000," محسن رضایی میرقائد اعجوبه اقتصاد دنیا گفته بود تو آذرماه بورس عالی میشه
چی شد پس؟ ",economics,-1,1
69729," توییخ خاندوزی توسط رئیسی؛
به نظرم اشکال فقط در خاندوزی نیست؛
از روز اول هم گفتم",economics,0,0
81781,"13 خرداد 1400
سید ابراهیم رییسی:خسارت مردم در بورس را جبران خواهیم کرد.
e🇮🇷🇮🇷🇮🇷🇮🇷
#بورس #شاخص #تورم #پالایش_یکم #دلار #مهاجرت #ترکیه #کانادا https://t.co/MDJ0QpTeKK آقای رئیسی؛
#بورس رو به همان وضعیت ۱۲ مرداد ۱۴۰۰ برگردونید. نخواستیم درست",economics,-1,1
85852,"یکسال از گشایش نماد صندوق پالایش در بورس گذشت
و این لکه ننگ از پیشانی دولت پاک نخواهد شد
خریداران هنوز در زیان هستند اما دولت ۱۳ هزار میلیارد تامین مالی کرد!
#امنیت_سرمایه",economics,-1,1
93105, حجت عبدالملکی هنوز نمی خواد اون پونصد میلیون دلارش رو ببره کف بازار بفروشه تا ۱۵ هزار دلار رنج بکشه؟ ,economics,-1,0
95984, @Jalal_Khaleghi @Khandoozi_se آقای خاندوزی بورس رو با انواع مشکلات..بازار ارز رو همینطور..بانک ها که نیاز به اصلاح اساسی...کسری بودجه شدید...خزانه خالی..وبدهی دولت...چرا انتظار داریم این حجم از مشکلات رو خاندوزی دوماهه حل کنه ...آیا باتوجه به این مشکلات خاندوزی  باید در استرس باشه.. ,economics,0,1
49242," @eghtesadonline محسن رضایی میگه علم غیب دارید نکنه ؟
یکی نیست به حاج محسن بگه رقم مالیات و فروش نفت در سال ۱۴۰۰ خیلی کمتره و محقق نشده .چطوری برای سال بعد افزایشش دادین؟
باز حاج محسن عملیات فریب دیگه ای راه انداخته و این بار قربانی اش صنعت و اقتصاد ایرانه ",economics,-1,0
74030, علت سقوط شاخص,economics,-1,1
96593, @Roya__0 به عمل کار برآید به سخندانی نیست اقای خاندوزی ,economics,-1,0
82588," اگر کمی شرف داشتید دلتون به حال افرادی که دعوت کردید به بورس و اندک سرمایشون الان داره صفر میشه میسوخت منتها مسئله اینجاست که شرف ندارید و فقط شعار دادید که رای بیارید. 
#وقت_عمل 
#استیضاح_خاندوزی  
#رئیسی ",economics,-1,1
80996," RT @Saee7dSaee7d: @hamidrasaee حاجی جان شاخص بورس دستکاری میشه 
وضعیت خیلی بدتر از این آمارهاست 
#بورس 
#وقت_عمل 
#استیضاح_خاندوزی @hamidrasaee حاجی جان شاخص بورس دستکاری میشه 
وضعیت خیلی بدتر از این آمارهاست 
#بورس 
#وقت_عمل 
#استیضاح_خاندوزی",economics,-1,1
95628," #صدروز_آواربرداری
صورت شرکت های دولتی از پستو درآمد!
یکی از مهم ترین شعارهای دولت سیزدهم در عرصه اقتصادی ارتقای شفافیت بود. خاندوزی در وزارت اقتصاد شفافیت شرکت های دولتی را به عنوان یک برنامه دنبال کرد و این اتفاق سرانجام یک ماه پس از استقرار وی در وزارت  اقتصاد به نتیجه رسید ",economics,1,1
16978," 3/4
چگونه است خاندوزی پیش از وزارت اقتصاد در قامت نماینده مجلس از #ایرانمال و #بانک_آینده تحقیق و تفحص می کند اما پس بدست گیری سکان وزارت اقتصاد مربیگری تیم فساد سازمان یافته #علی_انصاری را با انتصابات جهت دار بر عهده می گیرد از جمله #علی_سعیدی پیشنهاد شده به عنوان عضو ش",economics,0,0
82550, @twit_bourse خاندوزی دیگه جاش و محکم کرده و مهره چینی ها انجام شده، بعیده تغییر خواصی دیده بشه امسال ,economics,0,0
59411," RT @Amir5Iranban: 🦏 🖊 آقای عبدالملکی! مگر نمی گفتید برنامه دارید؟!

💲 دلار از مرز ۳۰ تومن عبور کرد! 
آقای #حجت_الله_عبدالملکی، آن زمان که ک… 🦏 🖊 آقای عبدالملکی! مگر نمی گفتید برنامه دارید؟!

💲 دلار از مرز ۳۰ تومن عبور کرد! 
آقای #حجت_الله_عبدالملکی، آن زمان که کابینه #حسن_روحانی سر کار آمده بود و شما صرفا به عنوان یک کارشناس اظهار نظر میکردید، به گفته خودتان #راهکار داشتید و آن زمان کسی به حرف شما گوش نمیکرد، درست! https://t.co/98J0dUqqMF",economics,-1,0
79112," RT @Aliasgh11604415: @Khandoozi_se آقای خاندوزی اینقدر سنگ بورس رو به سینه می زدید همین بود . راست گفتن صدا دوحول شنیدن از دور خوش است 😂😂شم… @Khandoozi_se آقای خاندوزی اینقدر سنگ بورس رو به سینه می زدید همین بود . راست گفتن صدا دوحول شنیدن از دور خوش است 😂😂شما بی عرضه تر از بقیه وزیران قبلی هستید .از اقتصاد فقط منم ، منمش  رو یاد گرفتید 😁😁😁
#بورس_جنایت_علیه_سرمایه_مردم 
#وقت_عمل 
#بورس",economics,-1,1
100124," وسط توییت زدنها قیمت دلار را هم داشته باشید! 
ضمنا در گزارش بانک پاسارگاد اومده که قیمت دلار تا سال ۱۴۰۴ به شصت هزار تومن میرسه!
اینهم از دولتی سر محسن رضایی، «میلتون فریدمن» ایران است و بس

🇦🇪 AED     7680         
🇺🇸 USD     28300        
🇪🇺 EUR     32900
🇨🇳 CNY     4440 ",economics,0,0
97174," RT @omidnowruzy1987: @mahdiehkordi بازار بورس رنگ و بوی خاوران 67 بخودش گرفته ...
#خاندوزی
#قالیباف
#رئیسی
#بورس 
@ir_rezaee 
@Khamenei_fa… @mahdiehkordi بازار بورس رنگ و بوی خاوران 67 بخودش گرفته ...
#خاندوزی
#قالیباف
#رئیسی
#بورس 
@ir_rezaee 
@Khamenei_fa 
@mb_ghalibaf 
@A_raefipur 
@Khandoozi_se 
@elmira_sharifi 
@",economics,-1,1
97482, @GhazizadehSA آقای قاضی زاده بورس فقط براتون تا قبل از انتخابات مهم بود؟من به شما برای همین رای دادم مرد مومن..این رسمش نیست.این چه بساطیه که خاندوزی در بورس راه انداخته؟ ,economics,-1,1
78498," RT @Jalil_teymouri: آقای خاندوزی هنوزم فرصت داری از ظرفیت و حمایت اهالی بازار سرمایه بهره ببری ، به دوشرط 
اعلام برائت از ۲۵ راس اقتصاد خوا… آقای خاندوزی هنوزم فرصت داری از ظرفیت و حمایت اهالی بازار سرمایه بهره ببری ، به دوشرط 
اعلام برائت از ۲۵ راس اقتصاد خوانده - برگشت شاخص به زمان ابتدای صدارت 
خود دانی 
#استیضاح_خاندوزی #استیضاح_وزیر_ناکارآمد #خاندوزی #بورس_را_دریابید #بورس https://t.co/leb3mtpVN0",economics,-1,1
92178," ⚠️پل مدیریت؟
🔺شنیدم با فشار زیاد پورابراهیمی بالاخره سلطانی",economics,0,0
83566, RT @KosariNia: جناب آقای خاندوزی ؛  دست شما درد نکنه  😓😭  #مافیای_خودروسازان جناب آقای خاندوزی ؛  دست شما درد نکنه  😓😭  #مافیای_خودروسازان https://t.co/uPFlRdivcl,economics,0,0
58112," @Mjafari02319322 @AlanVeisi @_eve1_ @HamzeGhalebi عدم مقاومت دربرابر تجاوز چه فرقی با خلع سلاح داره؟
ضمنا دزدیدن کشتی یعنی رفتن سرمایه کشور،
حالا ما نفتکش هم گرفتیم که به معنای چند میلیون دلار سود اقتصادی هستش😂😂
حالا اگر حرف محسن رضایی رو هم گوش میکردن و سرباز آمریکایی میگرفتن،چند میلیون دلار سود بیشتر میکردیم😂😂 #فان ",economics,0,0
69395," RT @jaryanemardom: @Mirkazemi_sm 
آقای میرکاظمی نمی داند که افزایش حقوق ابتدای سال، برای جبران تورم در سال گذشته است؟!
اگر راست می گویند، ت… @Mirkazemi_sm 
آقای میرکاظمی نمی داند که افزایش حقوق ابتدای سال، برای جبران تورم در سال گذشته است؟!
اگر راست می گویند، تورم را در سال ۱۴۰۱ را به ۱۰ درصد برسانند و سپس ادعای افزایش حقوق به میزان ۱۰ درصد برای ۱۴۰۲ را مطرح کنند!",economics,0,0
2099," حالا که در یک #نرمش_قهرمانانه (زدید تو دهن #مذاکره کننده گان با امریکا و غرب!!) دوربین های اژانس اتمی رو دوباره نصب کردید.دو تا وب کم هم تو سازمان #بورس نصب کنید ببینید وزیر #خاندزدی با اقتصاد چکار کرده.
#بورس_را_دریابید 
#استیضاح_خاندوزی
#مذاکرات_وین ",economics,-1,1
77945, @Amir_M_mehrad آره مخصوصا با قیافه خاندوزی تو مانیتور😂😂😂😂 ,economics,0,0
85534," فاجعه در بورس ایران
 #اقتصاد_دستوری
 #نرخ_گذاری_دستوری
 #وعده_دروغ
 #نه_به_نوسانگیری_الگوریتمی
 #امنیت_سرمایه_گذاری 
 #استیضاح_خاندوزی
 #رئیسی_بورس_رو_دریاب
 #بورس_دغدغه_مردم
 #خاندوزی_عامل_پولسوزی
 #خاندوزی_اولین_اخراجی_کابینه ",economics,-1,1
83779," @khaasso 😁
واللا بهش گفتن سواد نداری گفت همه اقتصاددان ها را بخط میکنم فعلا مثل اینکه تو مملکت فقط خاندوزی و برادر محسن اقتصاد بلدن ",economics,-1,1
97506, @mh_soheili @alibahaadori خاندوزی سخنگوی حوزه اقتصادی دولت شده ,economics,0,0
79151," @mmahdikhaleghi بفرمایید جلیلیتی هستند
دیگه چرا آسمون ریسمون دروغ میدوزید
خاندوزی که رسما وزارت خونه رو تبدیل کرده به خوبگاه کارآموزی خروجی های بیسواد طویله ی امام صادق
و با عملکرد افتضاحش در بورس رئیسی رو سیبل اتهام دذوغگویی کرده
کدوم اصلاح آخه؟
چرا از رو نمیرید شماها ",economics,-1,1
79465," تابلوی خونین #بورس نتیجه گفتگوی تلویزیونی دیشب #خاندوزی

همه متوجه پوچ بودن وعده های خاندوزی شدن https://t.co/U4xp1o67mR ",economics,-1,1
95792," RT @behnamsamadi_ir: خاندوزی در مجلس گفت از وقتی دولت جدید  سر کار اومده شاخص بورس ۳۰۰ هزار واحد رشد داشته 
آقای وزیر از زمان سر کار اومدن… خاندوزی در مجلس گفت از وقتی دولت جدید  سر کار اومده شاخص بورس ۳۰۰ هزار واحد رشد داشته 
آقای وزیر از زمان سر کار اومدن شخص شما شاخص بورس سقوط کرده
مردم حداقل ۳۰ درصد ضرر کردند
توبیخ بورسی رییس جمهور رو تکذیب کردید، با توبیخ نمایندگان مردم چه می",economics,-1,1
47223," بازار ما شخصیتش رو از دست داده، نه به خاطر سقوط و رکود و غیره.
به خاطر اینکه فعال این بازار برای دوهزار سود و زیان، خودش رو بازیچه دست هر نهاد و شخصیتی کرده و شده چاپلوس هرکسی که باعث سبز شدن باشه!
دیروز رئیسی و خاندوزی امروز #محسن_رضائي  با آن کارنامه درخشان!
چه عاقبت بدی
#بورس ",economics,-1,1
17499, پینوشت: من به آقای خاندوزی به شدت علاقه,economics,0,0
70906, ابراهیم رئیسی«ما قرارداد   #کرسنت داشتیم که به خاطر آن ۱۴٫۵ میلیارد دلار جریمه شدیم» در همین راستا وزیر وقتِ نفت بیژن زنگنه دربارهٔ قرارداد کرسنت می,economics,0,0
100753," RT @omid_dana: وزرای فرهنگ یونان و ایتالیا در آمفی تئاترهایشان که کلی برده به عنوان گلادیاتور کشته شدند، راهنما استخدام میکنند تا فخر آنجا… وزرای فرهنگ یونان و ایتالیا در آمفی تئاترهایشان که کلی برده به عنوان گلادیاتور کشته شدند، راهنما استخدام میکنند تا فخر آنجا را به توریستها بفروشند آنوقت وزیر فرهنگ ما آقای #ضرغامی میفرمایند در موزه ها و مکانهای باستانی باید از ظلم پادشاهان برای بازدید کنندگان بگیم!
ای خاک برسرت!",other,0,0
23291," 📛 #تلخند /  با انتصابات اخیر زاکانی در شهرداری تهران مشخص شد 
ایشان هم باندبازی کردند هم رفیق",other,-1,0
33216, @osinafar من از وقتی برای کارزار طرح صیانت گفتند مهم نیست دیگه کارزاری امضا نمیکنم ,internet,0,0
55823," RT @siamakm2000: 🔴 علم الهدی: در مقابل خدا تجمع فایده ندارد، نماز باران بخوانید

1/2_ علم الهدی، نماینده خامنه ای در خراسان رضوی، و پدر همس… 🔴 علم الهدی: در مقابل خدا تجمع فایده ندارد، نماز باران بخوانید

1/2_ علم الهدی، نماینده خامنه ای در خراسان رضوی، و پدر همسر ابراهیم رئیسی گفت: امروز در همه استانها مشکل آب داریم و این مساله فقط مربوط به چند استان اصفهان و چهارمحال و بختیاری و یزد نیست و این مشکل👇

#حذف_آخوند https://t.co/GirHXlqKcL",other,0,0
19734, اگرقراره با انتصابات فامیلی روحانی روتوی چشم مخالفین کردن به جنگشون برید مشکلی نیست.اگرقراره با اعمال روحانی مقابله به مثل کنید بازهم بحثی نیست.فقط بگید قبل انتخابات که ما قرارنیست این موضوع رو ریشه کن کنیم.اگرهم نظر نظام بانظرشمایکی نیست پس چاپلوسان سکوت کنن ,other,-1,0
17799, @rezahajilou نه. انتخابات بعدی هم میلیون,other,0,0
59479, 💢 انسیه خزعلی،,other,0,0
30571," بی بی سی موافق واکسن و مخالف طرح صیانت؟

#نه_به_واکسن_اجباری 
#واکسن_اجباری https://t.co/2weBiXV9Oc ",corona internet,-1,0
96489," RT @vaayand: 1/4 مخفی کردن زیان انباشته در #بانک_آینده.خاندوزی سکوت قلبتو بِشکَنو خبر هایش را منتشر کن!
#سفیر_امواج_آریا از بانک وام میگیرد… 1/4 مخفی کردن زیان انباشته در #بانک_آینده.خاندوزی سکوت قلبتو بِشکَنو خبر هایش را منتشر کن!
#سفیر_امواج_آریا از بانک وام میگیرد اما #پارس_سرمایه_تابا وام را تسویه میکند.یعنی بانک خودش وام آریا را تسویه می کند(استمهال) و با وجود تسویه #صوری آن را تملیک می کند.
@ahmadamirabadi1 https://t.co/fcN1teCcir https://t.co/B2KFsR0ZI0",other,1,1
54971, 📣 رب گوجه فرنگی در عرض سه ماه ۱۰هزارتومان گران شده؛ از ۲۹هزارتومان به ۳۹هزارتومان./ برگرفته از تلخند سیاسی,other,-1,1
93671, @Zeidabadi_Ahmad گویا آقای امیر عبدالهیان در هپروت سیر می کنند ,other,-1,0
3992, RT @behzaadgh: ایشالله مذاکرات وین نتیجه میده و برای فصل بعد میتونیم پول,gcpoa,0,0
42156, راه های ارتباطی بعد از طرح صیانت https://t.co/oQBsdX7tz4 ,internet,0,0
71238," RT @FardadFarahzad: دادگاه حمید نوری؛ شاهد: ابراهیم رئیسی را در اتاق هیات مرگ تابستان ۶۷ ملاقات کردم
#دادگاه #حمید_نوری #اعدام
https://t.co… دادگاه حمید نوری؛ شاهد: ابراهیم رئیسی را در اتاق هیات مرگ تابستان ۶۷ ملاقات کردم
#دادگاه #حمید_نوری #اعدام
https://t.co/gKjb1NZ4rJ https://t.co/uqtyLkipIy",other,0,0
